sim_id,movienames
44,027667_LUS_THEAST_67240000_|024227_LUS_PATOLOGIA_59218000_|021995_LUS_MORTENEGRA_60346000_|016322_LUS_127HORAS_64472000_|018827_LUS_APRESA_64399000_|024590_LUS_VIAGEMPOPEYE_66734000_|021960_LUS_DARKTIDE_66294000_|009363_LUS_ULTIMOEXORCISMO_|018855_LUS_ESPELHOMEU_63742000_|000293_LUS_WINX_VP_|004354_LUS_HARRYPOTTPRINCMIST_|028354_LUS_VIDASELVAGEMFILME_67297000_|025655_LUS_FOGCONTRAFOG_65786000_|010083_LUS_PRECOTRAICAO_|020701_LUS_MIRASSASSINO_63171000_
45,025658_LUS_KICKBOXER3_55744000_|022536_LUS_OSUBSTITUTO_66413000_|017109_LUS_HOMEMNOLIMITE_63401000_|025706_LUS_BRACODIREITSATAN_56325000_|011405_LUS_OEXORCISMO_|000209_LUS_PAPUCAEDENTUCA_|021931_LUS_TERCEIROPASSO_62028000_|018491_LUS_TRES_65031000_|012899_LUS_ARVOREDAVIDA_|000055_LUS_TCAESMERECEMCEU_|002006_LUS_ADUQUESA_HD_|001023_LUS_HOMEMDEFERRO_|011979_LUS_SAW6_|016589_LUS_METODPERIGOSO_5027000_|028354_LUS_VIDASELVAGEMFILME_67297000_
46,002578_LUS_OELEFANTEAZUL_|026461_LUS_DESPERTAR_63765000_|021960_LUS_DARKTIDE_66294000_|025702_LUS_7PSICOPATAS_66281000_|000080_LUS_SAW3OLEGADO_|027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|017789_LUS_IDSECRETA_65581000_|028345_LUS_CHIMPASEMPERIGO_55136000_|019363_LUS_ESPELHOMEU_VP_63742000_VP_|010427_LUS_SONHADORES_|002006_LUS_ADUQUESA_HD_|021942_LUS_NATALPERDIDO_65362000_|021994_LUS_FILHOSHUANGSHI_58175000_|014177_LUS_SPYKIDS4_|018855_LUS_ESPELHOMEU_63742000_
47,019938_LUS_DAMADEFERRO_65660000_|016644_LUS_APOLLO18_5439000_|024864_LUS_CISNENEGRO_64470000_|011979_LUS_SAW6_|000291_LUS_ASTERIXVIKINGSVP_|028333_LUS_POKEMON5_55561000_|000076_LUS_OFIELJARDINEIRO_|024607_LUS_AMITYVILLE_64985000_|002205_LUS_ENGATE_|005372_LUS_PLANETA51_VP_|008179_LUS_OSMERCENARIOS_|024858_LUS_CATWOMAN_62067000_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|016589_LUS_METODPERIGOSO_5027000_|008535_LUS_CARTASPARAJULIETA_
48,003018_LUS_ZACKMIRIFAZEMPORNO_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|026458_LUS_LADRCOMESTILO_63638000_|007405_LUS_ASTROBOY_|026902_LUS_GRANDEDIA_63777000_|000076_LUS_OFIELJARDINEIRO_|017789_LUS_IDSECRETA_65581000_|025690_LUS_TERRAPROMET_65827000_|022076_LUS_OSILENCIO_66325000_|016322_LUS_127HORAS_64472000_|025631_LUS_SOZINHA_65200000_|004537_LUS_PARAMINHAIRMA_|018778_LUS_AMYWINEADEUS_64700000_|028371_LUS_CONFIANCATRAIDA_67282000_|024645_LUS_VERTIGEM_61625000_
49,000152_LUS_DUMBO_|017866_LUS_VERGONHA_63394000_|029647_LUS_ROMANCEARRISCADO_55158000_|010965_LUS_BLUEVALENTINE_|011414_LUS_1MAEEMAPUROS_|027692_LUS_MALDICAOCHUCKY_67183000_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|000292_LUS_ARTURMINIMEUSVP_|018874_LUS_ONGBAK3_65814000_|003018_LUS_ZACKMIRIFAZEMPORNO_|001857_LUS_TRANSPORTER3_HD_|016600_LUS_XMENCONFRONTO_65292000_|015851_LUS_1CALOIR7PASPALH_58698000_|000069_LUS_TMNTNOVAAVENTURA_|028341_LUS_VISITANTESNAMERICA_53617000_
50,024858_LUS_CATWOMAN_62067000_|018789_LUS_EUSOUALENDA_62106000_|020162_LUS_MISTERIORUA7_63172000_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|002560_LUS_VELFUR_LIGATOQUIO_|024645_LUS_VERTIGEM_61625000_|008492_LUS_DARTACAO_OFILME_|025706_LUS_BRACODIREITSATAN_56325000_|002691_LUS_SINAISDOFUTURO_|017847_LUS_GHOSTRIDERVING_63304000_|000069_LUS_TMNTNOVAAVENTURA_|028731_LUS_116DESVIOMILHOES_66381000_|027940_LUS_HOSPEDESINDESEJADOS_67234000|014695_LUS_KILLERELITE_|000138_LUS_AMOREODESASTRES_
51,019363_LUS_ESPELHOMEU_VP_63742000_VP_|027117_LUS_10ANOSDEPOIS_66422000_|000152_LUS_DUMBO_|016589_LUS_METODPERIGOSO_5027000_|027114_LUS_AMORELETRAS_65531000_|011414_LUS_1MAEEMAPUROS_|002208_LUS_OGLADIADOR_|012017_LUS_AULTIMANOITE_|021994_LUS_FILHOSHUANGSHI_58175000_|016327_LUS_BORAT_65245000_|000076_LUS_OFIELJARDINEIRO_|021931_LUS_TERCEIROPASSO_62028000_|026879_LUS_REGRASILENCIO_65567000_|020480_LUS_NALIEUE13ULT_61619000_|002562_LUS_SCARYMOVIE2_
52,024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|019938_LUS_DAMADEFERRO_65660000_|028365_LUS_1CONTODENATAL_52455000_VP_|010427_LUS_SONHADORES_|022541_LUS_RAPTADOS_60344000_|002509_LUS_YESMAN_|001080_LUS_HISTINTERMINAVEL_|020714_LUS_SCARYMOVIE_65590000_|024854_LUS_10000AC_62050000_|017090_LUS_ESPIAOFANTASM_62833000_|002247_LUS_RAPAZPIJAMARISCAS_|001857_LUS_TRANSPORTER3_HD_|017847_LUS_GHOSTRIDERVING_63304000_|003018_LUS_ZACKMIRIFAZEMPORNO_|000291_LUS_ASTERIXVIKINGSVP_
53,000209_LUS_PAPUCAEDENTUCA_|018491_LUS_TRES_65031000_|024205_LUS_AMERICANPIE1VEZ_51394000_|020746_LUS_CHOKDEEARTCAMP_66089000_|027117_LUS_10ANOSDEPOIS_66422000_|028364_LUS_1CONTODENATAL_52455000_VO_|001097_LUS_STEPUP_|001353_LUS_BUSCAIMPLACAVEL_|026645_LUS_BALACERTEIRA_67106000_|027940_LUS_HOSPEDESINDESEJADOS_67234000|014159_LUS_HORAPONTA3_|016600_LUS_XMENCONFRONTO_65292000_|022011_LUS_ASSIMVENDE1FILME_63551000_|028732_LUS_MEDOPRIMARIO_66502000_|017793_LUS_REBELDSALVADOR_65663000_
54,009363_LUS_ULTIMOEXORCISMO_|025690_LUS_TERRAPROMET_65827000_|014173_LUS_ACTIVPARANORMAL_|021995_LUS_MORTENEGRA_60346000_|020719_LUS_SCARYMOVIE3_63800000_|001353_LUS_BUSCAIMPLACAVEL_|021930_LUS_POCAHONTASVP_27878000_VP_|022078_LUS_RUNAWAYS_61924000_|000244_LUS_B13GANGSBAIRRO13_|014159_LUS_HORAPONTA3_|028369_LUS_CENARIOMORTAL_67324000_|012029_LUS_TEKKENOFILME_|026969_LUS_ARANHAS_63574000_|028364_LUS_1CONTODENATAL_52455000_VO_|019363_LUS_ESPELHOMEU_VP_63742000_VP_
55,028347_LUS_PELE_54257000_|028732_LUS_MEDOPRIMARIO_66502000_|014173_LUS_ACTIVPARANORMAL_|018789_LUS_EUSOUALENDA_62106000_|013679_LUS_CACADORESDRAGOES_|021995_LUS_MORTENEGRA_60346000_|012017_LUS_AULTIMANOITE_|023518_LUS_SAFEOINTOCAVEL_66511000_|010083_LUS_PRECOTRAICAO_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|029647_LUS_ROMANCEARRISCADO_55158000_|001547_LUS_TWILIGHT_HD_|019934_LUS_1MONSTROPARIS_61442000_VP_|000008_LUS_CIDADEBAIXA_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_
56,016576_LUS_GARFIELD2_65257000_|028731_LUS_116DESVIOMILHOES_66381000_|018491_LUS_TRES_65031000_|028732_LUS_MEDOPRIMARIO_66502000_|025658_LUS_KICKBOXER3_55744000_|026458_LUS_LADRCOMESTILO_63638000_|004798_LUS_PORAMOR_|000138_LUS_AMOREODESASTRES_|010965_LUS_BLUEVALENTINE_|025693_LUS_TUDOPOR1BEBE_64425000_|018775_LUS_AMULHERDENEGRO_63026000_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|023518_LUS_SAFEOINTOCAVEL_66511000_|016322_LUS_127HORAS_64472000_|028334_LUS_POKEMON6_65678000_
57,020480_LUS_NALIEUE13ULT_61619000_|020157_LUS_ACEVENTURADETANIM_26668000_|016575_LUS_GARFIELDFILME_65256000_|011003_LUS_GNOMEUEJULIETA_VP_|022529_LUS_LOLAVERSUS_63741000_|016624_LUS_IDADEGELO3_VP_65261000_|009363_LUS_ULTIMOEXORCISMO_|000102_LUS_BRATZOFILMEVDOB_|025114_LUS_CACADORULTIGRTASM_64724000_|017791_LUS_DRIVEDUPLRISC_65661000_|026512_LUS_FORCAG_61528000_VP_|012017_LUS_AULTIMANOITE_|021995_LUS_MORTENEGRA_60346000_|026516_LUS_CELESTEJESSEMPRE_65219000_|017153_LUS_NIKOTPNATAL_VP_65538_
58,005403_LUS_NINJASSASSI_|007405_LUS_ASTROBOY_|000104_LUS_COLECCIONADOROLHOS_|001097_LUS_STEPUP_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_|014159_LUS_HORAPONTA3_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|011407_LUS_THEDEPARTED_|024607_LUS_AMITYVILLE_64985000_|017866_LUS_VERGONHA_63394000_|028488_LUS_TURBULENCIASAMOR_67032000_|000292_LUS_ARTURMINIMEUSVP_|025658_LUS_KICKBOXER3_55744000_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|008413_LUS_ECLIPSE_
59,016574_LUS_HORTONEQUEM_VP_65251000_|000069_LUS_TMNTNOVAAVENTURA_|001023_LUS_HOMEMDEFERRO_|002213_LUS_MAMMAMIA_HD_|012945_LUS_EMPRESTATEUNAMOR_|022079_LUS_ASSASSINOEMIM_62635000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|016600_LUS_XMENCONFRONTO_65292000_|002275_LUS_VELOCIDADEMFURIOSA_|000877_LUS_VEMCOMIGO_|016644_LUS_APOLLO18_5439000_|027638_LUS_STOKER_67075000_|013660_LUS_TINHASMSMSERTU_|014173_LUS_ACTIVPARANORMAL_|002205_LUS_ENGATE_
60,025693_LUS_TUDOPOR1BEBE_64425000_|003006_LUS_NOLIMITEDOAMOR_|015162_LUS_MEDOPROFUNDO_63035000_|018880_LUS_BUSCIDADEPERD_70117000_|008147_LUS_HOMEMDEFERRO2_|029647_LUS_ROMANCEARRISCADO_55158000_|024858_LUS_CATWOMAN_62067000_|002275_LUS_VELOCIDADEMFURIOSA_|027111_LUS_MANUALDAMOR_63585000_|000265_LUS_SAWENIGMAMORTAL_|028341_LUS_VISITANTESNAMERICA_53617000_|019934_LUS_1MONSTROPARIS_61442000_VP_|003004_LUS_CORALINE_|026645_LUS_BALACERTEIRA_67106000_|005372_LUS_PLANETA51_VP_
61,029107_LUS_DIARPRINCNOIVREAL_55797000_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|026458_LUS_LADRCOMESTILO_63638000_|024858_LUS_CATWOMAN_62067000_|010427_LUS_SONHADORES_|009690_LUS_RED_|028334_LUS_POKEMON6_65678000_|002008_LUS_QUEMQUERSMILION_HD_|015188_LUS_HOSPICIO_61785000_|017789_LUS_IDSECRETA_65581000_|014173_LUS_ACTIVPARANORMAL_|002027_LUS_DARKKNIGHT_HD_|000102_LUS_BRATZOFILMEVDOB_|002006_LUS_ADUQUESA_HD_|020701_LUS_MIRASSASSINO_63171000_
62,021930_LUS_POCAHONTASVP_27878000_VP_|025658_LUS_KICKBOXER3_55744000_|000209_LUS_PAPUCAEDENTUCA_|017825_LUS_PROMETAMARTE_63263000_|016575_LUS_GARFIELDFILME_65256000_|027638_LUS_STOKER_67075000_|026515_LUS_CATCH44_63349000_|000291_LUS_ASTERIXVIKINGSVP_|028731_LUS_116DESVIOMILHOES_66381000_|020719_LUS_SCARYMOVIE3_63800000_|026881_LUS_PEDACINHOPARAISO_61913000_|011406_LUS_TROPAELITE2_|010423_LUS_DIADETREINO_|020184_LUS_LOCKOUT_63737000_|001522_LUS_YOUNGPEOPLEFUCKING_
63,019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|020719_LUS_SCARYMOVIE3_63800000_|028364_LUS_1CONTODENATAL_52455000_VO_|011406_LUS_TROPAELITE2_|024854_LUS_10000AC_62050000_|004421_LUS_INIMIGOSPUBLICOS_|015783_LUS_3MOSQUETEIROS_63020000_|010423_LUS_DIADETREINO_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|020746_LUS_CHOKDEEARTCAMP_66089000_|009690_LUS_RED_|029107_LUS_DIARPRINCNOIVREAL_55797000_|020714_LUS_SCARYMOVIE_65590000_|013410_LUS_ARTURVING2_VP_HD_|015171_LUS_GANGSTERAMERICA_59235000_
64,017791_LUS_DRIVEDUPLRISC_65661000_|021994_LUS_FILHOSHUANGSHI_58175000_|026881_LUS_PEDACINHOPARAISO_61913000_|027117_LUS_10ANOSDEPOIS_66422000_|015796_LUS_GATOBOTAS_VP_63550000_|001857_LUS_TRANSPORTER3_HD_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|014691_LUS_WANTED_|011998_LUS_KICKASS_|028395_LUS_PRINCIPIOINCERTEZA_57758000_|026459_LUS_DOU1ANO_65849000_|028488_LUS_TURBULENCIASAMOR_67032000_|011414_LUS_1MAEEMAPUROS_|024864_LUS_CISNENEGRO_64470000_|021987_LUS_MUNDENCANTGIGI_60283000_VP_
65,017825_LUS_PROMETAMARTE_63263000_|021931_LUS_TERCEIROPASSO_62028000_|024645_LUS_VERTIGEM_61625000_|015162_LUS_MEDOPROFUNDO_63035000_|026881_LUS_PEDACINHOPARAISO_61913000_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|028730_LUS_CUMPLICE_66643000_|024858_LUS_CATWOMAN_62067000_|022540_LUS_VINGANCA_61834000_|002247_LUS_RAPAZPIJAMARISCAS_|020698_LUS_PESCASALMAOIEMEN_66079000_|011406_LUS_TROPAELITE2_|002006_LUS_ADUQUESA_HD_|003004_LUS_CORALINE_|028364_LUS_1CONTODENATAL_52455000_VO_
66,002247_LUS_RAPAZPIJAMARISCAS_|029647_LUS_ROMANCEARRISCADO_55158000_|024607_LUS_AMITYVILLE_64985000_|024214_LUS_ANTICRISTO_51899000_|004795_LUS_ORFA_|014695_LUS_KILLERELITE_|012899_LUS_ARVOREDAVIDA_|028405_LUS_3096DIAS_65991000_|017791_LUS_DRIVEDUPLRISC_65661000_|024854_LUS_10000AC_62050000_|003018_LUS_ZACKMIRIFAZEMPORNO_|001857_LUS_TRANSPORTER3_HD_|018775_LUS_AMULHERDENEGRO_63026000_|005738_LUS_REIESCORPIAO_|018778_LUS_AMYWINEADEUS_64700000_
67,008492_LUS_DARTACAO_OFILME_|020714_LUS_SCARYMOVIE_65590000_|012017_LUS_AULTIMANOITE_|028732_LUS_MEDOPRIMARIO_66502000_|028345_LUS_CHIMPASEMPERIGO_55136000_|012029_LUS_TEKKENOFILME_|002208_LUS_OGLADIADOR_|000102_LUS_BRATZOFILMEVDOB_|003249_LUS_HARRYPOTTERPRISAZK_|024864_LUS_CISNENEGRO_64470000_|021931_LUS_TERCEIROPASSO_62028000_|017793_LUS_REBELDSALVADOR_65663000_|001353_LUS_BUSCAIMPLACAVEL_|002247_LUS_RAPAZPIJAMARISCAS_|022540_LUS_VINGANCA_61834000_
68,020162_LUS_MISTERIORUA7_63172000_|017866_LUS_VERGONHA_63394000_|021960_LUS_DARKTIDE_66294000_|022011_LUS_ASSIMVENDE1FILME_63551000_|004798_LUS_PORAMOR_|004459_LUS_BONES2_|016631_LUS_JUSTICA_62092000_|008770_LUS_STEPUP3_|000008_LUS_CIDADEBAIXA_|025706_LUS_BRACODIREITSATAN_56325000_|014159_LUS_HORAPONTA3_|016327_LUS_BORAT_65245000_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|001547_LUS_TWILIGHT_HD_|018827_LUS_APRESA_64399000_
69,028367_LUS_VIDAN1MOMENTO_67281000_|001023_LUS_HOMEMDEFERRO_|017153_LUS_NIKOTPNATAL_VP_65538_|009690_LUS_RED_|024858_LUS_CATWOMAN_62067000_|009363_LUS_ULTIMOEXORCISMO_|000008_LUS_CIDADEBAIXA_|002509_LUS_YESMAN_|001348_LUS_SAW5_|000244_LUS_B13GANGSBAIRRO13_|020166_LUS_GRAVIDAMASPOUCO_61648000_|004537_LUS_PARAMINHAIRMA_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|002006_LUS_ADUQUESA_HD_|007405_LUS_ASTROBOY_
70,025114_LUS_CACADORULTIGRTASM_64724000_|012945_LUS_EMPRESTATEUNAMOR_|022581_LUS_SABORPAIXAO_56589000_|005738_LUS_REIESCORPIAO_|000104_LUS_COLECCIONADOROLHOS_|012899_LUS_ARVOREDAVIDA_|002208_LUS_OGLADIADOR_|016327_LUS_BORAT_65245000_|018880_LUS_BUSCIDADEPERD_70117000_|016624_LUS_IDADEGELO3_VP_65261000_|026441_LUS_SPINRITMLAT_58364000_|021930_LUS_POCAHONTASVP_27878000_VP_|027117_LUS_10ANOSDEPOIS_66422000_|009690_LUS_RED_|000008_LUS_CIDADEBAIXA_
71,000265_LUS_SAWENIGMAMORTAL_|024537_LUS_TRIBO_59072000_|004459_LUS_BONES2_|016600_LUS_XMENCONFRONTO_65292000_|026476_LUS_ERA1VEZ1PAI_55949000_|007405_LUS_ASTROBOY_|026441_LUS_SPINRITMLAT_58364000_|000102_LUS_BRATZOFILMEVDOB_|026515_LUS_CATCH44_63349000_|025690_LUS_TERRAPROMET_65827000_|008147_LUS_HOMEMDEFERRO2_|024587_LUS_MONGOL_66732000_|011979_LUS_SAW6_|027940_LUS_HOSPEDESINDESEJADOS_67234000|020698_LUS_PESCASALMAOIEMEN_66079000_
72,013660_LUS_TINHASMSMSERTU_|022536_LUS_OSUBSTITUTO_66413000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|020719_LUS_SCARYMOVIE3_63800000_|005403_LUS_NINJASSASSI_|010083_LUS_PRECOTRAICAO_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|028485_LUS_FRAGILSOMMOTOR_66038000_|028488_LUS_TURBULENCIASAMOR_67032000_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|018827_LUS_APRESA_64399000_|007405_LUS_ASTROBOY_|026459_LUS_DOU1ANO_65849000_|026645_LUS_BALACERTEIRA_67106000_
73,011979_LUS_SAW6_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|024205_LUS_AMERICANPIE1VEZ_51394000_|024607_LUS_AMITYVILLE_64985000_|011405_LUS_OEXORCISMO_|027638_LUS_STOKER_67075000_|022581_LUS_SABORPAIXAO_56589000_|020157_LUS_ACEVENTURADETANIM_26668000_|017866_LUS_VERGONHA_63394000_|001522_LUS_YOUNGPEOPLEFUCKING_|010427_LUS_SONHADORES_|011003_LUS_GNOMEUEJULIETA_VP_|001547_LUS_TWILIGHT_HD_|029647_LUS_ROMANCEARRISCADO_55158000_|015162_LUS_MEDOPROFUNDO_63035000_
74,000092_LUS_TURISTAS_|028395_LUS_PRINCIPIOINCERTEZA_57758000_|000292_LUS_ARTURMINIMEUSVP_|016327_LUS_BORAT_65245000_|017791_LUS_DRIVEDUPLRISC_65661000_|002213_LUS_MAMMAMIA_HD_|021942_LUS_NATALPERDIDO_65362000_|016600_LUS_XMENCONFRONTO_65292000_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|009690_LUS_RED_|020698_LUS_PESCASALMAOIEMEN_66079000_|020701_LUS_MIRASSASSINO_63171000_|026881_LUS_PEDACINHOPARAISO_61913000_|020162_LUS_MISTERIORUA7_63172000_|027117_LUS_10ANOSDEPOIS_66422000_
75,024645_LUS_VERTIGEM_61625000_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_|012908_LUS_BEASTLY_|026877_LUS_PANTERACOROSA_65436000_|015028_LUS_OSSMURFS_64447_|002205_LUS_ENGATE_|017153_LUS_NIKOTPNATAL_VP_65538_|002691_LUS_SINAISDOFUTURO_|024854_LUS_10000AC_62050000_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_|026461_LUS_DESPERTAR_63765000_|014682_LUS_COLOMBIANA_|026969_LUS_ARANHAS_63574000_|000138_LUS_AMOREODESASTRES_|009690_LUS_RED_
76,004459_LUS_BONES2_|001857_LUS_TRANSPORTER3_HD_|016575_LUS_GARFIELDFILME_65256000_|026459_LUS_DOU1ANO_65849000_|026476_LUS_ERA1VEZ1PAI_55949000_|024214_LUS_ANTICRISTO_51899000_|010931_LUS_DISCURSODOREI_|013660_LUS_TINHASMSMSERTU_|017109_LUS_HOMEMNOLIMITE_63401000_|020480_LUS_NALIEUE13ULT_61619000_|014695_LUS_KILLERELITE_|020719_LUS_SCARYMOVIE3_63800000_|015796_LUS_GATOBOTAS_VP_63550000_|026516_LUS_CELESTEJESSEMPRE_65219000_|022011_LUS_ASSIMVENDE1FILME_63551000_
77,008492_LUS_DARTACAO_OFILME_|003249_LUS_HARRYPOTTERPRISAZK_|022079_LUS_ASSASSINOEMIM_62635000_|000102_LUS_BRATZOFILMEVDOB_|016333_LUS_XMENOINICIO_65291000_|000291_LUS_ASTERIXVIKINGSVP_|008745_LUS_300_|019404_LUS_BALASEBOLINHOSREG_55945000_|002008_LUS_QUEMQUERSMILION_HD_|024587_LUS_MONGOL_66732000_|011998_LUS_KICKASS_|022549_LUS_200KMHORA_66405000_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_|015796_LUS_GATOBOTAS_VP_63550000_|015851_LUS_1CALOIR7PASPALH_58698000_
78,000102_LUS_BRATZOFILMEVDOB_|026512_LUS_FORCAG_61528000_VP_|029107_LUS_DIARPRINCNOIVREAL_55797000_|022078_LUS_RUNAWAYS_61924000_|000092_LUS_TURISTAS_|026461_LUS_DESPERTAR_63765000_|022011_LUS_ASSIMVENDE1FILME_63551000_|002027_LUS_DARKKNIGHT_HD_|028364_LUS_1CONTODENATAL_52455000_VO_|004459_LUS_BONES2_|009363_LUS_ULTIMOEXORCISMO_|027111_LUS_MANUALDAMOR_63585000_|005736_LUS_JOGO_HD_|008492_LUS_DARTACAO_OFILME_|017866_LUS_VERGONHA_63394000_
79,012017_LUS_AULTIMANOITE_|020166_LUS_GRAVIDAMASPOUCO_61648000_|001353_LUS_BUSCAIMPLACAVEL_|015851_LUS_1CALOIR7PASPALH_58698000_|025631_LUS_SOZINHA_65200000_|029107_LUS_DIARPRINCNOIVREAL_55797000_|005403_LUS_NINJASSASSI_|014177_LUS_SPYKIDS4_|013410_LUS_ARTURVING2_VP_HD_|008770_LUS_STEPUP3_|002560_LUS_VELFUR_LIGATOQUIO_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|020719_LUS_SCARYMOVIE3_63800000_|026461_LUS_DESPERTAR_63765000_|015783_LUS_3MOSQUETEIROS_63020000_
80,010427_LUS_SONHADORES_|011406_LUS_TROPAELITE2_|010423_LUS_DIADETREINO_|013644_LUS_DIARIONPAIXAO_|024537_LUS_TRIBO_59072000_|028371_LUS_CONFIANCATRAIDA_67282000_|016589_LUS_METODPERIGOSO_5027000_|003150_LUS_DIARIODAPRINCESA_|014691_LUS_WANTED_|026512_LUS_FORCAG_61528000_VP_|002008_LUS_QUEMQUERSMILION_HD_|024205_LUS_AMERICANPIE1VEZ_51394000_|026458_LUS_LADRCOMESTILO_63638000_|022076_LUS_OSILENCIO_66325000_|000138_LUS_AMOREODESASTRES_
81,017825_LUS_PROMETAMARTE_63263000_|016335_LUS_PINGUINSSRPOPPER_65269000_|004421_LUS_INIMIGOSPUBLICOS_|015162_LUS_MEDOPROFUNDO_63035000_|028341_LUS_VISITANTESNAMERICA_53617000_|021995_LUS_MORTENEGRA_60346000_|004537_LUS_PARAMINHAIRMA_|011998_LUS_KICKASS_|011979_LUS_SAW6_|014159_LUS_HORAPONTA3_|024854_LUS_10000AC_62050000_|026515_LUS_CATCH44_63349000_|013634_LUS_LARRYCROWNE_|002213_LUS_MAMMAMIA_HD_|022011_LUS_ASSIMVENDE1FILME_63551000_
82,020480_LUS_NALIEUE13ULT_61619000_|024858_LUS_CATWOMAN_62067000_|020701_LUS_MIRASSASSINO_63171000_|022581_LUS_SABORPAIXAO_56589000_|010423_LUS_DIADETREINO_|022549_LUS_200KMHORA_66405000_|028347_LUS_PELE_54257000_|028364_LUS_1CONTODENATAL_52455000_VO_|029107_LUS_DIARPRINCNOIVREAL_55797000_|015851_LUS_1CALOIR7PASPALH_58698000_|018874_LUS_ONGBAK3_65814000_|000291_LUS_ASTERIXVIKINGSVP_|021930_LUS_POCAHONTASVP_27878000_VP_|017791_LUS_DRIVEDUPLRISC_65661000_|016575_LUS_GARFIELDFILME_65256000_
83,011998_LUS_KICKASS_|000265_LUS_SAWENIGMAMORTAL_|008413_LUS_ECLIPSE_|000055_LUS_TCAESMERECEMCEU_|020184_LUS_LOCKOUT_63737000_|003004_LUS_CORALINE_|022581_LUS_SABORPAIXAO_56589000_|026515_LUS_CATCH44_63349000_|016624_LUS_IDADEGELO3_VP_65261000_|014177_LUS_SPYKIDS4_|016589_LUS_METODPERIGOSO_5027000_|022540_LUS_VINGANCA_61834000_|027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|022076_LUS_OSILENCIO_66325000_|025658_LUS_KICKBOXER3_55744000_
84,015171_LUS_GANGSTERAMERICA_59235000_|026902_LUS_GRANDEDIA_63777000_|020714_LUS_SCARYMOVIE_65590000_|022540_LUS_VINGANCA_61834000_|017090_LUS_ESPIAOFANTASM_62833000_|025658_LUS_KICKBOXER3_55744000_|020719_LUS_SCARYMOVIE3_63800000_|000055_LUS_TCAESMERECEMCEU_|021931_LUS_TERCEIROPASSO_62028000_|003150_LUS_DIARIODAPRINCESA_|018836_LUS_GETSMARTOLHOVIVO_62092000_|019938_LUS_DAMADEFERRO_65660000_|028365_LUS_1CONTODENATAL_52455000_VP_|002562_LUS_SCARYMOVIE2_|020166_LUS_GRAVIDAMASPOUCO_61648000_
85,027111_LUS_MANUALDAMOR_63585000_|025631_LUS_SOZINHA_65200000_|017825_LUS_PROMETAMARTE_63263000_|001015_LUS_MACACOSESPACO_VP_|018789_LUS_EUSOUALENDA_62106000_|026969_LUS_ARANHAS_63574000_|021931_LUS_TERCEIROPASSO_62028000_|008179_LUS_OSMERCENARIOS_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|024205_LUS_AMERICANPIE1VEZ_51394000_|026516_LUS_CELESTEJESSEMPRE_65219000_|000055_LUS_TCAESMERECEMCEU_|028354_LUS_VIDASELVAGEMFILME_67297000_|024595_LUS_DUPLOIMPACTO_65440000_|018880_LUS_BUSCIDADEPERD_70117000_
86,027117_LUS_10ANOSDEPOIS_66422000_|022541_LUS_RAPTADOS_60344000_|001023_LUS_HOMEMDEFERRO_|027940_LUS_HOSPEDESINDESEJADOS_67234000|011407_LUS_THEDEPARTED_|021285_LUS_MATCASREENCARN_61631000_|025631_LUS_SOZINHA_65200000_|018789_LUS_EUSOUALENDA_62106000_|026461_LUS_DESPERTAR_63765000_|025076_LUS_SEMTI_61341000_|024864_LUS_CISNENEGRO_64470000_|015796_LUS_GATOBOTAS_VP_63550000_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|000812_LUS_MATADORAS_|008742_LUS_HACHIKO_
